FID,ROADWAY,ROAD_SIDE,OFFSET_DIR,BEGIN_POST,END_POST,SPEED,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
4557,76000004,C, ,0,1.3,35,2091.6846,2,76,Putnam,2,2091.68458587307
4558,12530000,C, ,0,0.36,35,578.1292,1,12,Lee,1,578.129193032963
4559,87047000,L, ,1.294,1.493,40,320.1686,6,87,Miami-Dade,6,320.168647984033
4560,61040000,C, ,18.33,19.19,45,1387.0045,3,61,Washington,3,1387.00453080732
4561,13504000,C, ,0.562,1.429,30,1376.7547,1,13,Manatee,1,1376.75473875227
4562,75000376,C, ,0,3.175,30,5118.3142,5,75,Orange,5,5118.31423384354
4563,75000118,C, ,0,0.849,45,1349.1829,5,75,Orange,5,1349.18293591035
4564,87110000,R, ,7.812,8.108,45,476.3263,6,87,Miami-Dade,6,476.326279716812
4565,60530001,C, ,0,1.861,35,2994.9495,3,60,Walton,3,2994.94948233869
4566,12000026,C, ,1.8,2.7,45,1415.1812,1,12,Lee,1,1415.18118850566
4567,87150000,L, ,8.718,9.05,45,534.2041,6,87,Miami-Dade,6,534.204147609852
4568,87030000,L, ,13.916,20.535,35,10652.8598,6,87,Miami-Dade,6,10652.859846714
4569,13050002,C, ,0,0.576,35,928.0394,1,13,Manatee,1,928.039413254721
4570,70000061,C, ,0,0.3,25,473.7232,5,70,Brevard,5,473.723175093692
4571,31050000,C, ,0,0.311,45,500.5733,2,31,Gilchrist,2,500.573299074946
4572,93060000,C, ,24.195,25.03,35,1343.7588,4,93,Palm Beach,4,1343.75876592522
4573,70000003,C, ,0,1.479,25,2382.4664,5,70,Brevard,5,2382.4663971612
4574,76010000,C, ,28.095,28.195,40,160.7862,2,76,Putnam,2,160.786182263533
4575,70000113,C, ,0,1.556,40,2504.5314,5,70,Brevard,5,2504.53142392257
4576,75530000,R, ,0.67,0.845,40,282.5623,5,75,Orange,5,282.562293902259
4577,94000185,C, ,0,0.506,25,807.3392,4,94,St. Lucie,4,807.339176133236
4578,12000536,C, ,2.7,3.809,45,1788.6591,1,12,Lee,1,1788.65911319953
4579,75000454,C, ,0,1.748,30,2813.3597,5,75,Orange,5,2813.35965591693
4580,75000236,C, ,2.09,3.513,40,2288.9343,5,75,Orange,5,2288.9343104076
4581,12040000,C, ,9.109,9.858,30,1202.8546,1,12,Lee,1,1202.85463608504
4582,87008000,R, ,0.437,0.836,30,642.9352,6,87,Miami-Dade,6,642.935169236024
4583,87042500,C, ,0.085,0.442,35,564.1864,6,87,Miami-Dade,6,564.186419817958
4584,87028502,R, ,0,0.5,35,802.4957,6,87,Miami-Dade,6,802.495697777154
4585,13150000,C, ,0.368,1.342,35,1567.5711,1,13,Manatee,1,1567.57108360117
4586,75000409,C, ,0,0.502,30,809.4032,5,75,Orange,5,809.403238346001
4587,75000140,C, ,2.016,2.601,40,940.3491,5,75,Orange,5,940.349085588257
4588,87090000,L, ,3.778,6.073,55,3696.6137,6,87,Miami-Dade,6,3696.61374830319
4589,31030000,C, ,11.636,11.825,55,304.3033,2,31,Gilchrist,2,304.303251504657
4590,87160000,C, ,0,0.403,35,647.2286,6,87,Miami-Dade,6,647.228622904805
4591,13000018,C, ,1.431,3.548,35,3411.2868,1,13,Manatee,1,3411.28684548023
4592,32010000,C, ,24.256,24.445,55,304.1422,2,32,Hamilton,2,304.142170549824
4593,93020000,C, ,1.177,2.306,25,1817.1729,4,93,Palm Beach,4,1817.17288467501
4594,75000381,R, ,5.162,6.218,35,1702.3334,5,75,Orange,5,1702.33335181107
4595,76020000,C, ,18.538,19.4,55,1387.5277,2,76,Putnam,2,1387.52768550903
4596,87000969,L, ,0,0.181,30,287.4714,6,87,Miami-Dade,6,287.471360345833
4597,12580000,C, ,0.171,1.454,55,2024.1474,1,12,Lee,1,2024.1474400982
4598,61002000,C, ,0.438,0.913,45,765.8501,3,61,Washington,3,765.850079750862
4599,36000013,C, ,1.321,3.178,45,2985.0378,5,36,Marion,5,2985.03777428039
4600,87140000,L, ,5.936,7.405,40,2364.6614,6,87,Miami-Dade,6,2364.66142839007
4601,12007500,C, ,0.487,1.375,45,1429.9182,1,12,Lee,1,1429.91819156014
4602,75000402,C, ,0,0.769,35,1244.8103,5,75,Orange,5,1244.81031664732
4603,75000270,C, ,0.102,0.38,40,445.3967,5,75,Orange,5,445.396665099307
4604,87019000,R, ,0,0.802,35,1289.9676,6,87,Miami-Dade,6,1289.96763534536
4605,34580000,C, ,18.533,18.759,45,363.477,2,34,Levy,2,363.476975004827
4606,70000013,C, ,0,0.911,25,1465.238,5,70,Brevard,5,1465.23800560642
4607,76000010,C, ,0,2.221,25,3555.9935,2,76,Putnam,2,3555.99347432139
4608,87062000,R, ,3.024,3.159,35,216.9127,6,87,Miami-Dade,6,216.912695064883
4609,13120000,C, ,5.256,6.423,45,1879.1762,1,13,Manatee,1,1879.17616597191
4610,58010000,C, ,5.138,6.648,45,2439.933,3,58,Santa Rosa,3,2439.9329969326
4611,93130000,C, ,10.307,11.291,30,1583.5974,4,93,Palm Beach,4,1583.59741590276
4612,12000056,C, ,0,1.258,25,2023.8531,1,12,Lee,1,2023.85309747387
4613,87080000,L, ,0.434,1.555,35,1802.8777,6,87,Miami-Dade,6,1802.87772638197
4614,36550000,C, ,0.175,2.757,55,4144.0572,5,36,Marion,5,4144.05723186176
4615,87190500,L, ,0.717,0.816,30,159.463,6,87,Miami-Dade,6,159.463039050771
4616,75521000,C, ,0.836,4.793,45,6362.4201,5,75,Orange,5,6362.420142191
4617,76000001,C, ,0,0.77,35,1239.206,2,76,Putnam,2,1239.20604271195
4618,87040101,C, ,0,0.565,30,898.1949,6,87,Miami-Dade,6,898.194909182842
4619,87027000,R, ,1.207,5.131,45,6325.7095,6,87,Miami-Dade,6,6325.70948358071
4620,35010000,C, ,21.328,22.685,50,2184.4949,2,35,Madison,2,2184.49486894824
4621,75000420,R, ,3.57,4.188,35,994.4492,5,75,Orange,5,994.449214144406
4622,75000146,R, ,0.03,0.614,35,940.4472,5,75,Orange,5,940.44721581638
4623,87090000,L, ,16.179,16.316,30,220.6492,6,87,Miami-Dade,6,220.649227190537
4624,31030000,C, ,12.958,13.525,45,912.6651,2,31,Gilchrist,2,912.665077102771
4625,87140352,C, ,0,0.358,30,575.4993,6,87,Miami-Dade,6,575.499279853182
4626,13000075,C, ,0,0.978,30,1572.2831,1,13,Manatee,1,1572.28312051474
4627,32010000,C, ,18.221,18.769,35,881.8597,2,32,Hamilton,2,881.85967918251
4628,93020000,C, ,0.236,1.177,35,1514.4591,4,93,Palm Beach,4,1514.45913682323
4629,75000397,C, ,0,0.144,30,233.4021,5,75,Orange,5,233.402086458669
4630,76000055,C, ,0,0.97,25,1551.9501,2,76,Putnam,2,1551.95011541115
4631,87004000,R, ,4.48,4.675,45,313.7629,6,87,Miami-Dade,6,313.762945791641
4632,70000117,C, ,0,0.58,20,924.3959,5,70,Brevard,5,924.39592170951
4633,94010000,C, ,10.768,12.23,40,2352.8386,4,94,St. Lucie,4,2352.83862219668
4634,35060000,C, ,1.079,1.268,55,304.2287,2,35,Madison,2,304.228690147934
4635,87030000,R, ,10.834,13.645,30,4524.1369,6,87,Miami-Dade,6,4524.13687121657
4636,12000241,C, ,0,1.346,35,2166.0994,1,12,Lee,1,2166.09941900409
4637,75000388,C, ,0,1.035,30,1668.6378,5,75,Orange,5,1668.63783867586
4638,75000264,C, ,0,0.823,30,1321.3929,5,75,Orange,5,1321.39293584023
4639,87060000,R, ,11.671,13.311,30,2640.4087,6,87,Miami-Dade,6,2640.40871504697
4640,35000009,C, ,0,3.73,25,5997.948,2,35,Madison,2,5997.94796767408
4641,61080000,C, ,0,14.888,55,24002.5252,3,61,Washington,3,24002.5252475421
4642,75590000,C, ,0,1.172,45,1891.8552,5,75,Orange,5,1891.85519567826
4643,87062000,C, ,1.586,1.957,35,596.294,6,87,Miami-Dade,6,596.29402042653
4644,13120001,C, ,0.87,2.689,40,2910.2672,1,13,Manatee,1,2910.26716355981
4645,58030000,C, ,16.44,17.7,45,2036.6714,3,58,Santa Rosa,3,2036.67138332033
4646,75000166,C, ,1.202,2.031,25,1320.8209,5,75,Orange,5,1320.82086203356
4647,87072000,R, ,1.154,7.604,40,10372.607,6,87,Miami-Dade,6,10372.6070237695
4648,36150000,C, ,5.758,6.867,35,1784.2315,5,36,Marion,5,1784.23153436527
4649,70000108,C, ,4.488,5.247,35,1221.7109,5,70,Brevard,5,1221.71086168368
4650,70000240,C, ,0,1.664,30,2669.367,5,70,Brevard,5,2669.36699895279
4651,32520000,C, ,14.453,14.703,25,402.2534,2,32,Hamilton,2,402.253392710446
4652,93004000,C, ,0,0.9,45,1449.0001,4,93,Palm Beach,4,1449.00014278806
4653,75000230,C, ,4.652,5.223,45,918.4468,5,75,Orange,5,918.446750715325
4654,70000363,C, ,0,2.073,40,3340.1751,5,70,Brevard,5,3340.17508277933
4655,87000632,R, ,0.125,0.19,30,104.4575,6,87,Miami-Dade,6,104.457466388767
4656,13000092,C, ,0,1,40,1610.4527,1,13,Manatee,1,1610.45271833596
4657,61010000,C, ,17.5,18.576,35,1738.2641,3,61,Washington,3,1738.26413879568
4658,36000037,C, ,4.257,5.678,30,2287.2141,5,36,Marion,5,2287.21409918725
4659,87133000,L, ,0,2.544,40,4104.3932,6,87,Miami-Dade,6,4104.39324508782
4660,75000443,C, ,0,2.151,25,3459.8935,5,75,Orange,5,3459.89353135299
4661,75000323,L, ,4.115,5.085,35,1556.0292,5,75,Orange,5,1556.02916095479
4662,87080900,C, ,34.192,34.448,30,411.6167,6,87,Miami-Dade,6,411.61673979382
4663,87060000,R, ,17.157,17.322,35,265.6694,6,87,Miami-Dade,6,265.66937785726
4664,70000020,C, ,1.998,2.679,30,1094.0769,5,70,Brevard,5,1094.07691194079
4665,37000031,C, ,5.107,14,45,14319.4233,2,37,Suwannee,2,14319.4233236209
4666,87066000,R, ,0,0.189,35,304.5964,6,87,Miami-Dade,6,304.596397169589
4667,13050000,C, ,22.134,30.879,60,14066.6499,1,13,Manatee,1,14066.6499425764
4668,32070000,C, ,11.404,11.669,35,426.4524,2,32,Hamilton,2,426.452378915955
4669,93090000,C, ,4.325,4.949,45,1004.1856,4,93,Palm Beach,4,1004.18555769074
4670,12000044,C, ,0,2.605,30,4192.6293,1,12,Lee,1,4192.62933936717
4671,87075701,L, ,0,0.22,35,355.7029,6,87,Miami-Dade,6,355.702941432206
4672,70002000,C, ,2.67,2.807,30,220.1655,5,70,Brevard,5,220.165544051199
4673,70000178,C, ,0,2.005,30,3226.5474,5,70,Brevard,5,3226.54738467207
4674,75530000,C, ,7.872,8.461,30,951.1065,5,75,Orange,5,951.106479105778
4675,12000222,C, ,0,0.764,45,1227.4336,1,12,Lee,1,1227.43355087537
4676,87000042,R, ,0,0.888,40,1434.3793,6,87,Miami-Dade,6,1434.37934686013
4677,75000230,C, ,3.605,4.264,40,1060.0718,5,75,Orange,5,1060.07181488612
4678,76000003,C, ,0,1.511,35,2429.8254,2,76,Putnam,2,2429.82537422612
4679,75660502,C, ,0,1.115,35,1793.9697,5,75,Orange,5,1793.96973557193
4680,87003000,L, ,1.084,4.132,55,4851.0203,6,87,Miami-Dade,6,4851.02029360308
4681,87046000,R, ,0.376,1.33,45,1535.4721,6,87,Miami-Dade,6,1535.47213895254
4682,61010000,C, ,13.33,16.149,55,4553.7955,3,61,Washington,3,4553.79547246385
4683,13503000,C, ,0,1.831,45,2946.4387,1,13,Manatee,1,2946.43869341516
4684,75000399,C, ,0,1.475,35,2395.972,5,75,Orange,5,2395.9720391083
4685,75000187,R, ,0.026,0.068,30,67.4996,5,75,Orange,5,67.4995970460367
4686,87110000,R, ,24.686,24.815,55,207.5702,6,87,Miami-Dade,6,207.570183851878
4687,36560000,C, ,0,10.058,55,16164.0256,5,36,Marion,5,16164.0256449265
4688,12000006,C, ,0,0.66,45,1064.156,1,12,Lee,1,1064.15602993396
4689,87200000,L, ,12.848,13.048,45,319.3507,6,87,Miami-Dade,6,319.350716988571
4690,13000104,C, ,0,0.707,40,1141.7393,1,13,Manatee,1,1141.73928668511
4691,31520001,C, ,0,2.031,55,3268.5708,2,31,Gilchrist,2,3268.57081580501
4692,93040000,C, ,0,2,35,3218.6988,4,93,Palm Beach,4,3218.69878964719
4693,70000034,C, ,2.065,2.528,30,746.2027,5,70,Brevard,5,746.202707736271
4694,76010000,C, ,0,3.591,60,5773.6982,2,76,Putnam,2,5773.69819986614
4695,70000101,C, ,0,1.121,25,1799.2661,5,70,Brevard,5,1799.26612827692
4696,75506503,R, ,0.436,1.086,45,1046.0119,5,75,Orange,5,1046.01193647469
4697,94000103,C, ,0,2.243,40,3610.1791,4,94,St. Lucie,4,3610.17907455933
4698,12000535,C, ,1.036,1.951,40,1473.7677,1,12,Lee,1,1473.76774535106
4699,75000469,C, ,0,1.969,25,3166.425,5,75,Orange,5,3166.42497122128
4700,75000307,R, ,2.037,2.332,40,474.512,5,75,Orange,5,474.512047906442
4701,87019001,R, ,0,0.178,35,286.3445,6,87,Miami-Dade,6,286.344460110155
4702,12060000,C, ,0,0.582,40,936.723,1,12,Lee,1,936.722967300027
4703,87008000,L, ,0,0.273,30,439.9615,6,87,Miami-Dade,6,439.961541727864
4704,87047000,L, ,0,0.364,35,585.728,6,87,Miami-Dade,6,585.727958391787
4705,87062000,R, ,1.957,2.107,35,241.0051,6,87,Miami-Dade,6,241.005147149906
4706,35010000,C, ,5.919,6.108,50,304.231,2,35,Madison,2,304.230997258674
4707,75000115,C, ,0,1.26,35,2018.4846,5,75,Orange,5,2018.48464273115
4708,87090000,L, ,16.891,17.091,30,322.1099,6,87,Miami-Dade,6,322.10991630973
4709,31030000,C, ,1.233,1.997,40,1229.786,2,31,Gilchrist,2,1229.78597398953
4710,87170001,C, ,0,0.813,35,1307.9911,6,87,Miami-Dade,6,1307.99106108193
4711,13000186,C, ,7.252,7.565,30,503.4538,1,13,Manatee,1,503.453796499834
4712,60100000,C, ,0,9.7,55,15627.9311,3,60,Walton,3,15627.9311263645
4713,93022501,R, ,0.239,1.864,40,2602.5944,4,93,Palm Beach,4,2602.59444579134
4714,75000322,L, ,1.97,2.215,50,394.3515,5,75,Orange,5,394.351517913788
4715,76020000,C, ,21.84,22.135,45,474.7962,2,76,Putnam,2,474.796234545693
4716,87000652,C, ,0,0.09,30,140.3399,6,87,Miami-Dade,6,140.339895184798
4717,12580000,C, ,0,0.171,45,269.8096,1,12,Lee,1,269.809629569902
4718,94000181,C, ,0,0.746,25,1200.3154,4,94,St. Lucie,4,1200.31542799986
4719,36000047,C, ,0,1,40,1619.2945,5,36,Marion,5,1619.29447980572
4720,87140000,C, ,3.147,3.436,30,465.1936,6,87,Miami-Dade,6,465.193612046784
4721,12005000,C, ,4.907,6.46,45,2499.0891,1,12,Lee,1,2499.08910150696
4722,75000381,C, ,0,0.172,35,277.2106,5,75,Orange,5,277.210610336644
4723,75000208,R, ,1.518,3.986,45,3987.712,5,75,Orange,5,3987.71195186907
4724,87060000,R, ,4.538,4.643,30,169.0536,6,87,Miami-Dade,6,169.053563911268
4725,35000010,C, ,0,12.72,35,20458.7564,2,35,Madison,2,20458.7563654653
4726,70000022,C, ,0,0.707,30,1133.7385,5,70,Brevard,5,1133.7385187317
4727,76000006,C, ,3.001,3.039,25,61.0469,2,76,Putnam,2,61.0469494010258
4728,87066000,C, ,1.601,1.7,35,159.5933,6,87,Miami-Dade,6,159.593320294224
4729,13050000,C, ,30.879,31.419,50,868.5772,1,13,Manatee,1,868.577249540138
4730,58010000,C, ,3.9,5.138,45,2000.3802,3,58,Santa Rosa,3,2000.38015163098
4731,93090000,C, ,3.925,4.325,45,643.734,4,93,Palm Beach,4,643.734018081753
4732,12000147,C, ,0,1.02,45,1642.1939,1,12,Lee,1,1642.19391467985
4733,87080000,R, ,0.434,1.386,35,1531.1269,6,87,Miami-Dade,6,1531.12687323127
4734,36505000,C, ,0,2.728,45,4381.5825,5,36,Marion,5,4381.5825101143
4735,87190500,C, ,0.26,0.717,30,736.4958,6,87,Miami-Dade,6,736.495816929759
4736,75509000,C, ,0,3.509,35,5644.4682,5,75,Orange,5,5644.4682063729
4737,60050000,C, ,14.377,15.77,45,2248.6977,3,60,Walton,3,2248.69767530146
4738,93010000,C, ,0,0.917,45,1475.7041,4,93,Palm Beach,4,1475.70405365675
4739,75000298,R, ,0.716,2.199,35,2388.0559,5,75,Orange,5,2388.05590535179
4740,70000504,C, ,0,0.889,40,1429.4654,5,70,Brevard,5,1429.46538967934
4741,87000507,C, ,0,0.507,30,808.725,6,87,Miami-Dade,6,808.725006467262
4742,76000019,C, ,0,0.883,35,1413.9442,2,76,Putnam,2,1413.9442249517
4743,87000979,C, ,0,0.186,30,300.8501,6,87,Miami-Dade,6,300.850145874826
4744,87047000,R, ,2.433,11.33,40,14314.692,6,87,Miami-Dade,6,14314.6919968286
4745,61040000,C, ,0.957,2.095,45,1835.2877,3,61,Washington,3,1835.28771904469
4746,35501500,C, ,0,1.498,55,2407.4312,2,35,Madison,2,2407.43117101207
4747,75000360,C, ,0,2.062,35,3314.753,5,75,Orange,5,3314.75298952555
4748,75000208,R, ,0.065,0.331,45,429.7043,5,75,Orange,5,429.704274788317
4749,87085000,L, ,0,0.659,30,1060.5208,6,87,Miami-Dade,6,1060.52083904104
4750,87060000,L, ,6.647,8.406,35,2831.9866,6,87,Miami-Dade,6,2831.98661696649
4751,70000007,C, ,1.2,1.54,25,546.4957,5,70,Brevard,5,546.495735746443
4752,70000435,C, ,3.262,3.395,25,213.8332,5,70,Brevard,5,213.833224071733
4753,87030000,L, ,8.131,10.527,30,3856.3056,6,87,Miami-Dade,6,3856.30563171446
4754,13000125,C, ,0,0.772,25,1244.7793,1,13,Manatee,1,1244.77927231553
4755,31050000,C, ,8.423,8.766,50,551.9691,2,31,Gilchrist,2,551.969109200969
4756,93070000,C, ,8.631,20.359,45,18852.728,4,93,Palm Beach,4,18852.7279574985
4757,12000097,C, ,1.057,2.52,45,2350.1968,1,12,Lee,1,2350.19681650061
4758,61121000,C, ,1.392,2.01,55,1003.4727,3,61,Washington,3,1003.47269065996
4759,70002000,C, ,2.807,2.949,30,228.2,5,70,Brevard,5,228.199997762709
4760,70000165,C, ,0,0.793,30,1278.4147,5,70,Brevard,5,1278.4147371007
4761,70000159,C, ,1.699,3.11,40,2272.6872,5,70,Brevard,5,2272.68717598587
4762,70000230,C, ,0,1.167,25,1884.8063,5,70,Brevard,5,1884.80633593686
4763,12000535,C, ,0,1.036,35,1668.6504,1,12,Lee,1,1668.65041182023
4764,75000448,C, ,0,0.505,30,812.5077,5,75,Orange,5,812.50765459652
4765,75000284,C, ,0,3.457,40,5558.9857,5,75,Orange,5,5558.98565202276
4766,12060000,C, ,2.743,3.349,30,975.4219,1,12,Lee,1,975.421879064387
4767,87008000,R, ,0,0.273,30,439.9615,6,87,Miami-Dade,6,439.961541727864
4768,75703000,C, ,2.4,2.815,35,667.5982,5,75,Orange,5,667.598243955548
4769,87048000,C, ,0.514,0.585,30,114.6723,6,87,Miami-Dade,6,114.67232453011
4770,87027000,L, ,1.139,5.252,45,6630.4197,6,87,Miami-Dade,6,6630.41971896168
4771,35010000,C, ,6.108,6.741,40,1018.9149,2,35,Madison,2,1018.91487373764
4772,60060000,C, ,0,0.4,40,644.3225,3,60,Walton,3,644.322485467727
4773,87000054,R, ,0,0.862,40,1387.9773,6,87,Miami-Dade,6,1387.97734940453
4774,75000230,R, ,5.223,5.857,45,1019.7835,5,75,Orange,5,1019.7835020134
4775,70000402,C, ,2.631,2.883,40,399.1727,5,70,Brevard,5,399.172658745227
4776,75320100,C, ,0,1.371,70,2206.4246,5,75,Orange,5,2206.42461309081
4777,12530000,C, ,0.36,0.862,45,806.2515,1,12,Lee,1,806.251462383152
4778,61000014,C, ,4.116,5.138,55,1644.6207,3,61,Washington,3,1644.62072980019
4779,13150101,C, ,0,0.235,30,380.9167,1,13,Manatee,1,380.916651301326
4780,75000347,R, ,0,0.693,40,1115.062,5,75,Orange,5,1115.06199545097
4781,75000304,C, ,4.351,5.5,25,1848.48,5,75,Orange,5,1848.48002598001
4782,87091000,R, ,4.961,8.058,40,4969.3624,6,87,Miami-Dade,6,4969.3624403813
4783,87060000,C, ,4.643,6.647,30,3226.5641,6,87,Miami-Dade,6,3226.56410163159
4784,87010000,R, ,0,13.574,55,21829.8703,6,87,Miami-Dade,6,21829.8703072899
4785,70000407,C, ,0,3.117,35,5016.0329,5,70,Brevard,5,5016.03290883421
4786,87062000,L, ,0,0.555,35,891.9287,6,87,Miami-Dade,6,891.928695737252
4787,13050000,C, ,3.28,9.833,50,10540.6766,1,13,Manatee,1,10540.676560796
4788,32560000,C, ,3.2,4.26,55,1709.1132,2,32,Hamilton,2,1709.11324774684
4789,93060000,C, ,19.299,22.655,35,5400.934,4,93,Palm Beach,4,5400.93399016506
4790,12000043,C, ,0,0.14,35,231.3939,1,12,Lee,1,231.393892631494
4791,61510000,C, ,7.123,7.234,45,178.9707,3,61,Washington,3,178.970656479146
4792,70002000,C, ,0,2.67,40,4291.1842,5,70,Brevard,5,4291.1842064365
4793,70000120,C, ,0,1.44,45,2298.6566,5,70,Brevard,5,2298.65656135654
4794,70000177,C, ,2.027,3.111,30,1745.0433,5,70,Brevard,5,1745.04332848144
4795,75505500,R, ,1.5,1.714,35,344.6563,5,75,Orange,5,344.656288738693
4796,12000245,C, ,0,1.11,35,1780.6127,1,12,Lee,1,1780.61266243475
4797,75000470,C, ,0,0.725,25,1167.0354,5,75,Orange,5,1167.03540267649
4798,75000307,C, ,0,0.069,35,111.0275,5,75,Orange,5,111.027521314057
4799,76000001,C, ,0.77,1.51,45,1190.9583,2,76,Putnam,2,1190.95828752376
4800,87049500,C, ,0,0.684,30,1098.9684,6,87,Miami-Dade,6,1098.96844578485
4801,87026000,R, ,0,3.05,45,4911.6252,6,87,Miami-Dade,6,4911.62524260332
4802,35020000,C, ,4.812,8.138,60,5355.8245,2,35,Madison,2,5355.82447250285
4803,75000326,L, ,0,1.263,45,2040.8798,5,75,Orange,5,2040.87984889814
4804,75000187,C, ,0.272,0.519,30,396.9542,5,75,Orange,5,396.954241726727
4805,87080900,L, ,31.09,31.171,40,130.2605,6,87,Miami-Dade,6,130.260482721879
4806,36523000,C, ,0,1.099,40,1783.5561,5,36,Marion,5,1783.55610068641
4807,31000002,C, ,0,6.495,30,10457.787,2,31,Gilchrist,2,10457.7869554005
4808,87150000,R, ,3.789,4.169,45,611.4984,6,87,Miami-Dade,6,611.498369874706
4809,87066000,L, ,0,0.189,35,304.5964,6,87,Miami-Dade,6,304.596397169589
4810,13010000,C, ,2.006,4.215,45,3575.7753,1,13,Manatee,1,3575.77527183562
4811,31520000,C, ,1.061,17.238,55,26043.5338,2,31,Gilchrist,2,26043.533838488
4812,93020000,C, ,2.306,3.651,35,2164.715,4,93,Palm Beach,4,2164.71500209609
4813,61060000,C, ,0.568,0.788,45,353.8747,3,61,Washington,3,353.874679900145
4814,76010000,C, ,17.041,17.23,55,303.9166,2,76,Putnam,2,303.91661763918
4815,70000052,C, ,0,1.13,30,1820.5208,5,70,Brevard,5,1820.52077273054
4816,75475000,C, ,0,4.957,70,7972.9425,5,75,Orange,8,7972.94246181667
4817,94000159,C, ,0,0.805,35,1303.2626,4,94,St. Lucie,4,1303.2625930967
4818,87030000,R, ,0,1.529,45,2460.7855,6,87,Miami-Dade,6,2460.78549208924
4819,12000159,C, ,2.29,3.9,45,2592.1894,1,12,Lee,1,2592.18943924827
4820,75000396,C, ,0,0.563,30,901.7602,5,75,Orange,5,901.760231152501
4821,75000280,R, ,0,1.5,45,2430.854,5,75,Orange,5,2430.85398380686
4822,87010100,C, ,0,0.24,30,386.6762,6,87,Miami-Dade,6,386.676246310317
4823,34600000,C, ,6.2,7.297,55,1766.1107,2,34,Levy,2,1766.11073339174
4824,70000011,C, ,1.25,1.363,25,182.0275,5,70,Brevard,5,182.027455828555
4825,87008000,C, ,1.024,1.214,30,306.1113,6,87,Miami-Dade,6,306.111274379327
4826,87047000,C, ,0.703,0.872,40,271.9669,6,87,Miami-Dade,6,271.966945652406
4827,87062000,R, ,3.627,3.678,35,81.9723,6,87,Miami-Dade,6,81.9723218053106
4828,13120000,C, ,2.515,4.47,45,3148.003,1,13,Manatee,1,3148.00304235426
4829,75000146,L, ,0.03,0.614,35,940.4472,5,75,Orange,5,940.44721581638
4830,87075704,R, ,0.611,0.811,30,324.0358,6,87,Miami-Dade,6,324.0357904487
4831,31030000,C, ,2.786,2.975,40,304.1157,2,31,Gilchrist,2,304.115684544492
4832,87150000,C, ,1.883,2.22,30,542.1553,6,87,Miami-Dade,6,542.155263956739
4833,75620000,C, ,6,8,45,3218.1103,5,75,Orange,5,3218.11025812486
4834,13000186,C, ,4.524,4.886,40,582.2641,1,13,Manatee,1,582.264108904223
4835,60040000,C, ,9.97,10.394,55,683.5793,3,60,Walton,3,683.579291223563
4836,93001000,C, ,4.59,7.9,45,5326.7691,4,93,Palm Beach,4,5326.76905033374
4837,75000300,C, ,0,1.682,40,2694.1434,5,75,Orange,5,2694.14341804396
4838,70000368,C, ,0,1.475,35,2381.2326,5,70,Brevard,5,2381.23259888396
4839,75471000,C, ,0,8.421,65,13568.4641,5,75,Orange,8,13568.4641053663
4840,12510000,C, ,6.423,6.981,45,898.104,1,12,Lee,1,898.104041616483
4841,75290000,C, ,0,0.382,35,615.4813,5,75,Orange,5,615.481286783701
4842,35560000,C, ,0,2.103,55,3378.9337,2,35,Madison,2,3378.93372484402
4843,87120001,L, ,2.932,2.998,30,106.3782,6,87,Miami-Dade,6,106.378172291818
4844,93100000,C, ,0,11,65,17703.2434,4,93,Palm Beach,4,17703.2434443916
4845,75000372,C, ,0,2.659,40,4250.985,5,75,Orange,5,4250.984989497
4846,75000302,R, ,0,1.022,45,1642.8353,5,75,Orange,5,1642.83534848451
4847,87060000,R, ,13.311,14.012,40,1128.7229,6,87,Miami-Dade,6,1128.72292841155
4848,87054000,R, ,3.985,4.207,35,356.7078,6,87,Miami-Dade,6,356.707790555475
4849,70000038,C, ,0,1,35,1610.4147,5,70,Brevard,5,1610.41472760757
4850,76000023,C, ,0,0.504,35,809.8241,2,76,Putnam,2,809.824082354105
4851,87066000,R, ,1.563,1.601,35,61.2765,6,87,Miami-Dade,6,61.2765452259943
4852,13050101,C, ,0.189,0.281,35,147.6702,1,13,Manatee,1,147.670175811543
4853,58030000,C, ,4.416,6.846,45,3927.9407,3,58,Santa Rosa,3,3927.94071960607
4854,93090000,C, ,4.949,9.706,50,7655.5947,4,93,Palm Beach,4,7655.59469998806
4855,75000184,C, ,0,0.6,30,970.3205,5,75,Orange,5,970.320527135464
4856,87072000,L, ,0,0.314,40,504.9397,6,87,Miami-Dade,6,504.93966595572
4857,76040000,C, ,0,1.166,45,1878.419,2,76,Putnam,2,1878.41899770326
4858,87170000,C, ,4.935,5.4,45,748.3231,6,87,Miami-Dade,6,748.323136009741
4859,75660500,C, ,0,2.518,45,4049.8612,5,75,Orange,5,4049.86120098461
4860,75530000,R, ,6.865,6.874,30,14.5532,5,75,Orange,5,14.5532239961254
4861,60050000,C, ,0.793,1,45,334.1453,3,60,Walton,3,334.145279491296
4862,87000033,C, ,0.328,1.664,40,2146.3585,6,87,Miami-Dade,6,2146.35848323833
