FID,ID,LOCATION_S,DISTRICT,CO_SEC_SUB,BMP,EMP,ROUTEID,LENGTH,FTLCRSH_NU,FTLCRSH_AL,FTLCRSH_PC,FCFTL_NUME,FCFTL_ALL,FCFTL_PCT,FCINJ_NUME,FCINJ_ALL,FCINJ_PCT,INJCRSH_NU,INJCRSH_AL,INJCRSH_PC,ICINJ_NUME,ICINJ_ALL,ICINJ_PCT,PDOCRSH_NU,PDOCRSH_AL,PDOCRSH_PC,TOTCRSH_NU,TOTCRSH_AL,TOTCRSH_PC,TOTFTL_NUM,TOTFTL_ALL,TOTFTL_PCT,TOTINJ_NUM,TOTINJ_ALL,TOTINJ_PCT,URBAN
5226,18004,8,08,77470014,0.2,0.453,SR  417,0.253,0,0,0,0,0,0,0,0,0,3,7,43,5,10,50,1,4,25,4,11,36,0,0,0,5,10,50,Y
5227,18070,8,08,86470000,17,17.3,SR   91,0.3,0,1,0,0,1,0,0,2,0,5,12,42,8,19,42,6,18,33,11,31,35,0,1,0,8,21,38,Y
5228,17701,8,08,14470000,10.9,11.4,SR  589,0.5,0,0,0,0,0,0,0,0,0,4,7,57,8,12,67,3,6,50,7,13,54,0,0,0,8,12,67,N
5229,17767,8,08,18470000,6,6.5,SR   91,0.5,0,0,0,0,0,0,0,0,0,3,10,30,8,18,44,4,9,44,7,19,37,0,0,0,8,18,44,N
5230,16300,7,07,10190380,0,0.3,SR  400,0.3,0,0,0,0,0,0,0,0,0,4,8,50,10,17,59,6,8,75,10,16,62,0,0,0,10,17,59,Y
5231,17542,7,07,15230000,0.7,1,SR  693,0.3,0,0,0,0,0,0,0,0,0,15,27,56,22,36,61,13,36,36,28,63,44,0,0,0,22,36,61,Y
5232,17476,7,07,15190025,0,0.131,SR   93,0.131,0,0,0,0,0,0,0,0,0,1,2,50,1,2,50,4,4,100,5,6,83,0,0,0,1,2,50,Y
5233,17314,7,07,15150000,18.267,18.867,SR   55,0.6,0,0,0,0,0,0,0,0,0,18,39,46,28,52,54,9,24,38,27,63,43,0,0,0,28,52,54,Y
5234,17248,7,07,15120000,11.1,11.7,SR  688,0.6,0,0,0,0,0,0,0,0,0,38,101,38,57,163,35,72,189,38,110,290,38,0,0,0,57,163,35,Y
5235,16468,7,07,10310000,1.1,1.4,SR  580,0.3,1,2,50,1,2,50,0,0,0,13,34,38,26,54,48,8,24,33,22,60,37,1,2,50,26,54,48,Y
5236,17209,7,07,15100000,3.111,3.811,SR  699,0.7,0,0,0,0,0,0,0,0,0,11,22,50,12,24,50,4,5,80,15,27,56,0,0,0,12,24,50,Y
5237,18139,8,08,86470131,0,0.3,SR   91,0.3,0,0,0,0,0,0,0,0,0,2,4,50,3,5,60,3,3,100,5,7,71,0,0,0,3,5,60,Y
5238,16819,7,07,14120000,29.8,30.1,SR   52,0.3,0,0,0,0,0,0,0,0,0,3,6,50,8,13,62,1,3,33,4,9,44,0,0,0,8,13,62,N
5239,17905,8,08,75471000,5.4,5.9,SR  528,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,9,67,6,10,60,0,0,0,0,1,0,Y
5240,16465,7,07,10310000,0.1,0.7,SR  580,0.6,0,1,0,0,1,0,0,1,0,20,44,45,32,74,43,18,54,33,38,99,38,0,1,0,32,75,43,Y
5241,16735,7,07,14091000,1.4,2,SR   56,0.6,0,0,0,0,0,0,0,0,0,34,101,34,61,202,30,42,97,43,76,198,38,0,0,0,61,202,30,Y
5242,17971,8,08,77470000,5,5.3,SR  417,0.3,1,1,100,1,1,100,6,6,100,0,1,0,0,1,0,3,5,60,4,7,57,1,1,100,6,7,86,Y
5243,18340,8,08,87471000,17.484,17.784,SR  821,0.3,0,0,0,0,0,0,0,0,0,4,12,33,8,23,35,10,23,43,14,35,40,0,0,0,8,23,35,Y
5244,16993,7,07,15010000,5.1,5.4,SR  595,0.3,0,0,0,0,0,0,0,0,0,1,4,25,1,4,25,4,10,40,5,14,36,0,0,0,1,4,25,Y
5245,17110,7,07,15045000,1.2,1.697,SR   60,0.497,0,0,0,0,0,0,0,0,0,20,51,39,33,83,40,11,37,30,31,88,35,0,0,0,33,83,40,Y
5246,16255,7,07,10190094,0,0.33,SR  400,0.33,0,0,0,0,0,0,0,0,0,7,11,64,9,13,69,4,11,36,11,22,50,0,0,0,9,13,69,Y
5247,16948,7,07,14610000,1.004,1.304,SR  581,0.3,0,0,0,0,0,0,0,0,0,38,84,45,67,151,44,30,77,39,68,161,42,0,0,0,67,151,44,Y
5248,17869,8,08,75470143,0,0.3,SR   91,0.3,0,0,0,0,0,0,0,0,0,2,6,33,2,7,29,6,11,55,8,17,47,0,0,0,2,7,29,Y
5249,17176,7,07,15090000,7.4,7.9,SR  600,0.5,1,2,50,1,2,50,0,0,0,24,62,39,48,132,36,30,65,46,55,129,43,1,2,50,48,132,36,Y
5250,17644,8,08,11470000,10.5,11,SR   91,0.5,0,0,0,0,0,0,0,0,0,4,11,36,6,25,24,5,9,56,9,20,45,0,0,0,6,25,24,Y
5251,16462,7,07,10290000,6.1,6.6,SR  582,0.5,0,0,0,0,0,0,0,0,0,8,22,36,11,29,38,8,20,40,16,42,38,0,0,0,11,29,38,Y
5252,18400,8,08,87471225,0,0.3,SR  821,0.3,0,0,0,0,0,0,0,0,0,3,5,60,3,5,60,2,3,67,5,8,62,0,0,0,3,5,60,Y
5253,17416,7,07,15190000,3.2,3.5,SR   93,0.3,0,0,0,0,0,0,0,0,0,1,5,20,1,5,20,6,14,43,7,19,37,0,0,0,1,5,20,Y
5254,16816,7,07,14120000,29,29.3,SR   52,0.3,0,0,0,0,0,0,0,0,0,1,8,12,1,13,8,5,7,71,6,15,40,0,0,0,1,13,8,N
5255,16732,7,07,14091000,0.8,1.3,SR   56,0.5,0,0,0,0,0,0,0,0,0,5,12,42,9,25,36,4,12,33,9,24,38,0,0,0,9,25,36,Y
5256,16459,7,07,10290000,4.4,4.8,SR  582,0.4,1,1,100,1,1,100,1,1,100,12,31,39,18,50,36,11,29,38,24,61,39,1,1,100,19,51,37,Y
5257,18241,8,08,86472000,21,21.5,SR  869,0.5,0,0,0,0,0,0,0,0,0,8,20,40,15,28,54,7,19,37,15,39,38,0,0,0,15,28,54,Y
5258,16456,7,07,10290000,4,4.3,SR  582,0.3,0,0,0,0,0,0,0,0,0,29,65,45,41,86,48,39,128,30,68,193,35,0,0,0,41,86,48,Y
5259,17011,7,07,15010101,1.2,1.216,SR  595,0.016,0,0,0,0,0,0,0,0,0,2,8,25,2,12,17,7,16,44,9,24,38,0,0,0,2,12,17,Y
5260,17986,8,08,77470000,12.6,13,SR  417,0.4,0,0,0,0,0,0,0,0,0,1,3,33,1,6,17,4,5,80,5,8,62,0,0,0,1,6,17,Y
5261,18073,8,08,86470000,18.5,19.1,SR   91,0.6,0,0,0,0,0,0,0,0,0,12,29,41,15,39,38,7,23,30,19,52,37,0,0,0,15,39,38,Y
5262,17683,8,08,14470000,3.1,3.6,SR  589,0.5,0,0,0,0,0,0,0,0,0,3,5,60,4,12,33,2,2,100,5,7,71,0,0,0,4,12,33,N
5263,17770,8,08,18470000,9.1,9.6,SR   91,0.5,0,0,0,0,0,0,0,0,0,1,3,33,1,4,25,3,8,38,4,11,36,0,0,0,1,4,25,N
5264,17458,7,07,15190000,18.2,18.7,SR   93,0.5,0,0,0,0,0,0,0,0,0,11,24,46,14,35,40,9,25,36,20,49,41,0,0,0,14,35,40,Y
5265,17545,7,07,15240000,0,0.3,SR  694,0.3,0,1,0,0,1,0,0,1,0,6,12,50,7,13,54,2,7,29,8,20,40,0,1,0,7,14,50,Y
5266,17230,7,07,15120000,1.2,1.7,SR  688,0.5,1,1,100,1,1,100,4,4,100,6,17,35,10,23,43,5,15,33,12,33,36,1,1,100,14,27,52,Y
5267,17317,7,07,15150000,19.267,19.567,SR   55,0.3,0,0,0,0,0,0,0,0,0,2,5,40,2,5,40,2,4,50,4,9,44,0,0,0,2,5,40,Y
5268,17191,7,07,15090001,0,0.228,SR  687,0.228,0,0,0,0,0,0,0,0,0,5,10,50,8,14,57,9,14,64,14,24,58,0,0,0,8,14,57,Y
5269,16729,7,07,14091000,0.4,0.7,SR   54,0.3,1,1,100,1,1,100,3,3,100,1,6,17,1,13,8,3,4,75,5,11,45,1,1,100,4,16,25,Y
5270,16453,7,07,10290000,3.4,3.8,SR  582,0.4,0,0,0,0,0,0,0,0,0,26,72,36,39,110,35,14,37,38,40,109,37,0,0,0,39,110,35,Y
5271,18142,8,08,86470133,0,0.3,SR   91,0.3,0,0,0,0,0,0,0,0,0,9,20,45,16,41,39,7,24,29,16,44,36,0,0,0,16,41,39,Y
5272,16813,7,07,14120000,28.4,28.9,SR   52,0.5,0,0,0,0,0,0,0,0,0,4,4,100,4,4,100,2,4,50,6,8,75,0,0,0,4,4,100,N
5273,16945,7,07,14572000,0,0.4,SR   54,0.4,0,0,0,0,0,0,0,0,0,3,6,50,3,6,50,2,8,25,5,14,36,0,0,0,3,6,50,Y
5274,16450,7,07,10290000,2.9,3.2,SR  582,0.3,0,0,0,0,0,0,0,0,0,3,11,27,5,21,24,3,6,50,6,17,35,0,0,0,5,21,24,Y
5275,16726,7,07,14090000,2.6,3.3,SR   54,0.7,3,3,100,3,3,100,3,3,100,16,42,38,28,81,35,11,33,33,30,78,38,3,3,100,31,84,37,Y
5276,18322,8,08,87471000,12.884,13.384,SR  821,0.5,0,0,0,0,0,0,0,0,0,10,30,33,18,49,37,12,27,44,22,57,39,0,0,0,18,49,37,Y
5277,17974,8,08,77470000,5.5,5.8,SR  417,0.3,0,0,0,0,0,0,0,0,0,1,7,14,1,9,11,3,3,100,4,10,40,0,0,0,1,9,11,Y
5278,17890,8,08,75471000,0.3,0.6,SR  528,0.3,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,6,11,55,6,15,40,0,0,0,0,10,0,Y
5279,16996,7,07,15010000,8.2,8.5,SR  595,0.3,0,0,0,0,0,0,0,0,0,1,4,25,4,10,40,3,7,43,4,11,36,0,0,0,4,10,40,Y
5280,17092,7,07,15040000,4.561,4.861,SR   60,0.3,0,0,0,0,0,0,0,0,0,19,56,34,26,88,30,14,31,45,33,87,38,0,0,0,26,88,30,Y
5281,16297,7,07,10190300,1.2,1.443,SR  400,0.243,0,0,0,0,0,0,0,0,0,4,5,80,7,8,88,0,2,0,4,7,57,0,0,0,7,8,88,Y
5282,16810,7,07,14120000,25.9,26.5,SR   52,0.6,0,0,0,0,0,0,0,0,0,6,14,43,13,26,50,2,6,33,8,20,40,0,0,0,13,26,50,N
5283,17179,7,07,15090000,8,8.5,SR  600,0.5,0,0,0,0,0,0,0,0,0,11,23,48,17,39,44,6,18,33,17,41,41,0,0,0,17,39,44,Y
5284,17851,8,08,75470000,23.7,24,SR   91,0.3,0,0,0,0,0,0,0,0,0,3,6,50,13,22,59,6,17,35,9,23,39,0,0,0,13,22,59,Y
5285,16723,7,07,14090000,2,2.3,SR   54,0.3,0,0,0,0,0,0,0,0,0,6,13,46,11,22,50,0,1,0,6,14,43,0,0,0,11,22,50,Y
5286,17626,8,08,11470000,5.7,6.2,SR   91,0.5,0,0,0,0,0,0,0,0,0,3,6,50,10,23,43,5,13,38,8,19,42,0,0,0,10,23,43,Y
5287,17398,7,07,15170001,0,0.3,SR   55,0.3,0,0,0,0,0,0,0,0,0,3,3,100,4,4,100,2,5,40,5,8,62,0,0,0,4,4,100,N
5288,18403,8,08,87471227,0,0.3,SR  821,0.3,0,0,0,0,0,0,0,0,0,3,4,75,4,5,80,1,2,50,4,6,67,0,0,0,4,5,80,Y
5289,16447,7,07,10290000,2.4,2.8,SR  582,0.4,0,1,0,0,1,0,0,0,0,15,40,38,22,74,30,10,24,42,25,65,38,0,1,0,22,74,30,Y
5290,16942,7,07,14571000,6.7,7,SR   54,0.3,1,1,100,1,1,100,1,1,100,1,3,33,2,5,40,3,8,38,5,12,42,1,1,100,3,6,50,Y
5291,18223,8,08,86472000,10.9,11.2,SR  869,0.3,0,0,0,0,0,0,0,0,0,3,4,75,4,5,80,1,2,50,4,6,67,0,0,0,4,5,80,Y
5292,16720,7,07,14090000,1.2,1.5,SR   54,0.3,0,0,0,0,0,0,0,0,0,3,5,60,5,7,71,2,5,40,5,10,50,0,0,0,5,7,71,Y
5293,18055,8,08,86470000,11.6,12.2,SR   91,0.6,0,1,0,0,1,0,0,0,0,11,31,35,15,49,31,20,40,50,31,72,43,0,1,0,15,49,31,Y
5294,17752,8,08,18470000,0.5,1,SR   91,0.5,0,0,0,0,0,0,0,0,0,4,5,80,6,8,75,4,6,67,8,11,73,0,0,0,6,8,75,N
5295,18310,8,08,87471000,9.984,10.584,SR  821,0.6,2,2,100,3,3,100,2,2,100,12,23,52,32,47,68,6,19,32,20,44,45,3,3,100,34,49,69,Y
5296,17527,7,07,15200001,1.9,2.2,SR  682,0.3,0,0,0,0,0,0,0,0,0,2,7,29,2,11,18,2,3,67,4,10,40,0,0,0,2,11,18,Y
5297,17080,7,07,15035006,0,0.233,SR  686,0.233,0,0,0,0,0,0,0,0,0,4,9,44,4,11,36,2,8,25,6,17,35,0,0,0,4,11,36,Y
5298,17299,7,07,15150000,13.067,13.567,SR   55,0.5,1,1,100,1,1,100,2,2,100,4,9,44,4,14,29,12,30,40,17,40,42,1,1,100,6,16,38,Y
5299,16939,7,07,14571000,5.6,6,SR   54,0.4,0,0,0,0,0,0,0,0,0,9,21,43,14,35,40,9,28,32,18,49,37,0,0,0,14,35,40,Y
5300,17839,8,08,75470000,19.2,19.8,SR   91,0.6,0,0,0,0,0,0,0,0,0,4,15,27,6,27,22,11,25,44,15,40,38,0,0,0,6,27,22,Y
5301,17614,8,08,10470101,0.6,0.9,SR  589,0.3,0,0,0,0,0,0,0,0,0,2,3,67,2,3,67,2,7,29,4,10,40,0,0,0,2,3,67,Y
5302,17386,7,07,15170000,4.847,5.347,SR   55,0.5,0,0,0,0,0,0,0,0,0,3,3,100,3,3,100,9,20,45,12,23,52,0,0,0,3,3,100,Y
5303,16717,7,07,14090000,0.7,1,SR   54,0.3,0,0,0,0,0,0,0,0,0,2,4,50,3,5,60,2,3,67,4,7,57,0,0,0,3,5,60,Y
5304,16714,7,07,14080000,0.5,1,SR  700,0.5,1,2,50,2,3,67,0,1,0,2,6,33,5,18,28,4,10,40,7,18,39,2,3,67,5,19,26,N
5305,15730,7,07,10075000,9.1,9.7,SR   93A,0.6,0,1,0,0,1,0,0,0,0,6,15,40,12,26,46,11,21,52,17,37,46,0,1,0,12,26,46,Y
5306,15175,6,06,90060000,27.6,27.9,SR    5,0.3,0,0,0,0,0,0,0,0,0,6,15,40,13,28,46,4,9,44,10,24,42,0,0,0,13,28,46,N
5307,14251,6,06,87090000,2.1,2.6,SR   25,0.5,1,1,100,1,1,100,1,1,100,6,9,67,9,14,64,5,11,45,12,21,57,1,1,100,10,15,67,N
5308,15505,7,07,10010000,23.4,23.8,SR   43,0.4,0,0,0,0,0,0,0,0,0,3,8,38,5,15,33,2,5,40,5,13,38,0,0,0,5,15,33,Y
5309,14578,6,06,87200072,0,0.386,SR  836,0.386,0,0,0,0,0,0,0,0,0,7,16,44,9,25,36,7,22,32,14,38,37,0,0,0,9,25,36,Y
5310,15277,7,07,08020000,1.7,2.2,SR   55,0.5,1,3,33,1,3,33,1,1,100,18,47,38,36,86,42,14,40,35,33,90,37,1,3,33,37,87,43,N
5311,15517,7,07,10020000,0,0.4,SR  685,0.4,0,0,0,0,0,0,0,0,0,18,45,40,27,87,31,19,56,34,37,101,37,0,0,0,27,87,31,Y
5312,14077,6,06,87062000,0.917,1.317,SR  959,0.4,0,0,0,0,0,0,0,0,0,6,17,35,10,27,37,26,74,35,32,91,35,0,0,0,10,27,37,Y
5313,16102,7,07,10140000,0.7,1,SR   60,0.3,0,0,0,0,0,0,0,0,0,3,4,75,12,13,92,1,2,50,4,6,67,0,0,0,12,13,92,Y
5314,15289,7,07,08020000,7.3,7.8,SR   55,0.5,0,0,0,0,0,0,0,0,0,2,7,29,7,14,50,7,10,70,9,17,53,0,0,0,7,14,50,N
5315,15934,7,07,10080000,3.2,3.6,SR   60,0.4,0,0,0,0,0,0,0,0,0,25,63,40,33,81,41,23,70,33,48,133,36,0,0,0,33,81,41,Y
5316,14248,6,06,87090000,1.2,1.7,SR   25,0.5,1,3,33,1,3,33,0,1,0,4,10,40,8,16,50,5,6,83,10,19,53,1,3,33,8,17,47,N
5317,15631,7,07,10060000,7.7,8.1,SR   45,0.4,0,0,0,0,0,0,0,0,0,8,16,50,13,27,48,3,9,33,11,25,44,0,0,0,13,27,48,Y
5318,16114,7,07,10140000,4.5,4.8,SR   60,0.3,1,1,100,1,1,100,0,0,0,6,13,46,8,26,31,8,11,73,15,25,60,1,1,100,8,26,31,Y
5319,15406,7,07,10002001,0,0.238,SR  618,0.238,1,1,100,2,2,100,0,0,0,7,27,26,7,34,21,12,23,52,20,51,39,2,2,100,7,34,21,Y
5320,15946,7,07,10090000,6.89,7.49,SR  574,0.6,0,0,0,0,0,0,0,0,0,8,14,57,15,23,65,6,19,32,14,33,42,0,0,0,15,23,65,Y
5321,15178,6,06,90060000,29,29.3,SR    5,0.3,1,1,100,1,1,100,0,0,0,4,9,44,6,14,43,2,9,22,7,19,37,1,1,100,6,14,43,N
5322,15643,7,07,10060000,12.2,12.5,SR   45,0.3,0,0,0,0,0,0,0,0,0,5,8,62,10,15,67,1,6,17,6,14,43,0,0,0,10,15,67,Y
5323,14074,6,06,87062000,0.217,0.517,SR  959,0.3,0,0,0,0,0,0,0,0,0,34,78,44,49,97,51,92,273,34,126,351,36,0,0,0,49,97,51,Y
5324,14575,6,06,87200000,12.2,13.048,SR  836,0.848,3,3,100,3,3,100,5,5,100,50,106,47,70,165,42,62,140,44,115,249,46,3,3,100,75,170,44,Y
5325,14488,6,06,87150000,18.3,18.7,SR  997,0.4,1,1,100,1,1,100,0,0,0,4,7,57,6,14,43,9,11,82,14,19,74,1,1,100,6,14,43,Y
5326,15418,7,07,10002031,0,0.232,SR  618,0.232,0,0,0,0,0,0,0,0,0,12,25,48,21,38,55,6,22,27,18,47,38,0,0,0,21,38,55,Y
5327,14704,6,06,87250000,4.6,5.2,SR  944,0.6,0,0,0,0,0,0,0,0,0,32,58,55,47,89,53,55,150,37,87,208,42,0,0,0,47,89,53,Y
5328,15190,7,07,02010000,10.8,11.2,SR   45,0.4,1,2,50,1,2,50,0,0,0,3,11,27,4,15,27,5,10,50,9,23,39,1,2,50,4,15,27,N
5329,14071,6,06,87060001,2.4,2.7,SR  A1A,0.3,0,0,0,0,0,0,0,0,0,9,19,47,10,21,48,39,103,38,48,122,39,0,0,0,10,21,48,Y
5330,14245,6,06,87085000,3.3,3.8,SR  933,0.5,3,3,100,3,3,100,3,3,100,19,43,44,34,69,49,28,94,30,50,140,36,3,3,100,37,72,51,Y
5331,15835,7,07,10075009,0,0.3,SR   93A,0.3,0,0,0,0,0,0,0,0,0,4,6,67,7,9,78,0,4,0,4,10,40,0,0,0,7,9,78,Y
5332,14068,6,06,87060000,15.9,16.2,SR  A1A,0.3,0,0,0,0,0,0,0,0,0,8,16,50,9,20,45,12,40,30,20,56,36,0,0,0,9,20,45,Y
5333,14572,6,06,87200000,10.8,11.1,SR  836,0.3,0,0,0,0,0,0,0,0,0,4,10,40,6,15,40,4,9,44,8,19,42,0,0,0,6,15,40,Y
5334,13948,6,06,87038000,6.3,6.7,SR  932,0.4,0,0,0,0,0,0,0,0,0,12,42,29,19,66,29,25,60,42,37,102,36,0,0,0,19,66,29,Y
5335,16015,7,07,10110000,18.2,19.1,SR   60,0.9,1,1,100,1,1,100,1,1,100,5,13,38,7,20,35,7,11,64,13,25,52,1,1,100,8,21,38,Y
5336,15040,6,06,87270507,0.5,0.763,SR    9A,0.263,2,2,100,2,2,100,4,4,100,6,12,50,10,17,59,6,17,35,14,31,45,2,2,100,14,21,67,Y
5337,14791,6,06,87260135,0,0.39,SR  826,0.39,0,0,0,0,0,0,0,0,0,14,25,56,30,54,56,15,37,41,29,62,47,0,0,0,30,54,56,N
5338,14485,6,06,87150000,17.7,18.2,SR  997,0.5,1,1,100,1,1,100,2,2,100,3,5,60,3,5,60,2,5,40,6,11,55,1,1,100,5,7,71,Y
5339,14242,6,06,87085000,0.8,1.3,SR  933,0.5,0,2,0,0,2,0,0,0,0,56,120,47,84,193,44,135,305,44,191,427,45,0,2,0,84,193,44,Y
5340,14482,6,06,87150000,16.7,17.4,SR  997,0.7,1,1,100,1,1,100,0,0,0,10,16,62,17,29,59,1,10,10,12,27,44,1,1,100,17,29,59,N
5341,15847,7,07,10075316,0,0.5,SR   93A,0.5,2,2,100,2,2,100,3,3,100,4,11,36,8,20,40,2,3,67,8,16,50,2,2,100,11,23,48,Y
5342,13981,6,06,87047000,6.6,6.9,SR  973,0.3,0,0,0,0,0,0,0,0,0,11,31,35,26,60,43,20,48,42,31,79,39,0,0,0,26,60,43,Y
5343,15421,7,07,10002036,0,0.165,SR  618,0.165,0,0,0,0,0,0,0,0,0,6,12,50,12,22,55,1,7,14,7,19,37,0,0,0,12,22,55,Y
5344,15052,6,06,87281000,4.3,4.8,SR  953,0.5,0,0,0,0,0,0,0,0,0,7,18,39,8,20,40,12,31,39,19,49,39,0,0,0,8,20,40,Y
5345,15193,7,07,02010000,11.3,11.6,SR   45,0.3,0,1,0,0,1,0,0,0,0,1,5,20,1,5,20,3,4,75,4,10,40,0,1,0,1,5,20,N
5346,14239,6,06,87085000,0.3,0.6,SR  933,0.3,0,0,0,0,0,0,0,0,0,2,3,67,2,5,40,4,13,31,6,16,38,0,0,0,2,5,40,Y
5347,14065,6,06,87060000,14.5,14.8,SR  A1A,0.3,0,0,0,0,0,0,0,0,0,24,61,39,34,77,44,69,190,36,93,251,37,0,0,0,34,77,44,Y
5348,14569,6,06,87200000,9.5,10.5,SR  836,1,3,4,75,3,4,75,2,2,100,71,160,44,113,257,44,122,343,36,196,507,39,3,4,75,115,259,44,Y
5349,14479,6,06,87150000,15.6,16,SR  997,0.4,0,0,0,0,0,0,0,0,0,4,7,57,9,14,64,3,12,25,7,19,37,0,0,0,9,14,64,Y
5350,14788,6,06,87260130,0,0.15,SR  826,0.15,0,0,0,0,0,0,0,0,0,2,8,25,3,11,27,11,24,46,13,32,41,0,0,0,3,11,27,Y
5351,16018,7,07,10110000,19.2,19.8,SR   60,0.6,2,2,100,3,3,100,3,3,100,15,52,29,23,95,24,24,49,49,41,103,40,3,3,100,26,98,27,Y
5352,14701,6,06,87250000,3.7,4,SR  944,0.3,0,0,0,0,0,0,0,0,0,16,44,36,24,74,32,18,53,34,34,97,35,0,0,0,24,74,32,Y
5353,14236,6,06,87080900,39.29,39.89,SR  934,0.6,2,4,50,2,4,50,0,0,0,38,83,46,64,146,44,102,274,37,142,361,39,2,4,50,64,146,44,Y
5354,14062,6,06,87060000,13.3,13.6,SR  A1A,0.3,0,0,0,0,0,0,0,0,0,3,6,50,4,9,44,2,4,50,5,10,50,0,0,0,4,9,44,Y
5355,16183,7,07,10160000,11.9,12.767,SR  597,0.867,0,0,0,0,0,0,0,0,0,4,18,22,5,36,14,18,29,62,22,47,47,0,0,0,5,36,14,Y
5356,15850,7,07,10075318,0.6,0.887,SR   93A,0.287,1,1,100,1,1,100,0,0,0,2,3,67,2,4,50,4,6,67,7,10,70,1,1,100,2,4,50,Y
5357,13945,6,06,87038000,5.7,6,SR  932,0.3,0,1,0,0,2,0,0,0,0,6,9,67,9,12,75,7,20,35,13,30,43,0,2,0,9,12,75,Y
5358,14953,6,06,87270000,15.7,16.1,SR    9,0.4,0,0,0,0,0,0,0,0,0,14,34,41,20,48,42,10,34,29,24,68,35,0,0,0,20,48,42,Y
5359,15055,6,06,87281000,5.4,5.7,SR  953,0.3,0,0,0,0,0,0,0,0,0,16,40,40,25,57,44,25,75,33,41,115,36,0,0,0,25,57,44,Y
5360,14059,6,06,87060000,12.4,12.9,SR  A1A,0.5,0,0,0,0,0,0,0,0,0,10,21,48,13,26,50,8,24,33,18,45,40,0,0,0,13,26,50,Y
5361,14785,6,06,87260004,0,0.3,SR  826,0.3,0,0,0,0,0,0,0,0,0,4,8,50,5,11,45,1,5,20,5,13,38,0,0,0,5,11,45,Y
5362,14476,6,06,87150000,13.6,14.2,SR  997,0.6,0,0,0,0,0,0,0,0,0,10,24,42,18,49,37,10,15,67,20,39,51,0,0,0,18,49,37,N
5363,15712,7,07,10075000,1.1,1.7,SR   93A,0.6,2,3,67,2,3,67,0,0,0,7,15,47,9,23,39,9,21,43,18,39,46,2,3,67,9,23,39,N
5364,14698,6,06,87250000,2.2,2.8,SR  944,0.6,0,0,0,0,0,0,0,0,0,13,52,25,26,84,31,38,82,46,51,134,38,0,0,0,26,84,31,Y
5365,15487,7,07,10010000,17.3,18.2,SR   43,0.9,1,1,100,1,1,100,0,0,0,18,51,35,27,73,37,27,56,48,46,108,43,1,1,100,27,73,37,Y
5366,14056,6,06,87060000,11.9,12.2,SR  A1A,0.3,0,0,0,0,0,0,0,0,0,9,18,50,14,26,54,7,24,29,16,42,38,0,0,0,14,26,54,Y
5367,15259,7,07,08010000,3.3,3.6,SR   45,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,67,4,6,67,0,0,0,0,0,0,N
5368,16186,7,07,10160046,0,0.12,SR  580,0.12,0,0,0,0,0,0,0,0,0,7,18,39,13,28,46,2,7,29,9,25,36,0,0,0,13,28,46,Y
5369,14233,6,06,87080900,38.59,38.89,SR  934,0.3,2,2,100,2,2,100,0,0,0,24,53,45,38,77,49,63,194,32,89,249,36,2,2,100,38,77,49,Y
5370,14956,6,06,87270000,16.2,16.8,SR    9,0.6,0,0,0,0,0,0,0,0,0,110,297,37,178,484,37,141,400,35,251,697,36,0,0,0,178,484,37,Y
5371,16084,7,07,10130000,10.66,11.16,SR  600,0.5,0,0,0,0,0,0,0,0,0,16,53,30,33,102,32,16,36,44,32,89,36,0,0,0,33,102,32,Y
5372,14695,6,06,87250000,1.6,1.9,SR  944,0.3,0,0,0,0,0,0,0,0,0,1,4,25,1,4,25,6,16,38,7,20,35,0,0,0,1,4,25,Y
5373,15916,7,07,10075354,0.5,0.718,SR   93A,0.218,0,0,0,0,0,0,0,0,0,3,5,60,4,6,67,2,4,50,5,9,56,0,0,0,4,6,67,Y
5374,15715,7,07,10075000,3.6,4.1,SR   93A,0.5,0,0,0,0,0,0,0,0,0,1,4,25,1,6,17,3,5,60,4,9,44,0,0,0,1,6,17,N
5375,15613,7,07,10060000,3,3.4,SR   45,0.4,1,1,100,1,1,100,0,0,0,1,2,50,1,2,50,2,4,50,4,7,57,1,1,100,1,2,50,Y
5376,15490,7,07,10010000,18.7,19.8,SR   43,1.1,3,3,100,3,3,100,3,3,100,15,41,37,21,61,34,14,26,54,32,70,46,3,3,100,24,64,38,Y
5377,15262,7,07,08010000,3.7,4,SR   45,0.3,0,0,0,0,0,0,0,0,0,2,3,67,2,5,40,3,4,75,5,7,71,0,0,0,2,5,40,N
5378,15388,7,07,10002000,10.485,10.785,SR  618,0.3,0,0,0,0,0,0,0,0,0,1,6,17,1,13,8,7,15,47,8,21,38,0,0,0,1,13,8,Y
5379,14053,6,06,87060000,9.8,10.5,SR  A1A,0.7,0,0,0,0,0,0,0,0,0,15,33,45,16,38,42,48,135,36,63,168,38,0,0,0,16,38,42,Y
5380,15160,6,06,90060000,18.4,18.7,SR    5,0.3,0,0,0,0,0,0,0,0,0,4,8,50,8,12,67,1,6,17,5,14,36,0,0,0,8,12,67,N
5381,16087,7,07,10130000,11.46,11.86,SR  600,0.4,0,0,0,0,0,0,0,0,0,7,16,44,9,19,47,3,10,30,10,26,38,0,0,0,9,19,47,Y
